id	sentence	e1_mention	e2_mention	relation
422_SECTIME261	Admission Date : 2017-07-12 Discharge Date : 2017-07-17 Service : MEDICINE History of Present Illness : 57 y/o F with multiple medical problems including polyendocrine deficiency comprised of adrenal insufficiency , DM , premature ovarian failure , hypoparathyroidism , addison 's disease and also breast CA and depression with multiple suicide attempts in the past who originally presented s/p tylenol with codeine overdose and hypotension , was intubated and admitted to the FICU 	[tylenol | TREATMENT]	[2017-07-17 | DATE]	Before
707_SECTIME30	 SCREENS : A hearing screen was performed with automated auditory brain stem responses and the infant passed on both ears .Admission Date : 2012-09-26 Discharge Date : 2012-10-01 Service : NEONATOLOGY HISTORY OF PRESENT ILLNESS : This is a 5235 - gram full-term male infant of a diabetic mother born by repeat cesarean section to a 29-year-old gravida 1 , para 2 , woman .	[passed on both ears | OCCURRENCE]	[2012-10-01 | DATE]	Before
517_Sectime110	 CT of the neck revealed a possible C1 fracture and the X-ray at the OSH revealed intratrochanteric fracture of the right femur .Admission Date : 2016-03-22 Discharge Date : 2016-04-04 Service : MEDICINE History of Present Illness : 75 yo F with CAD s/p MI x4 ( s/p LAD stent.	[revealed | EVIDENTIAL]	[2016-03-22 | DATE]	Before
121_SECTIME278	 Acyclovir was started , also considering the varicella at 120 mg intravenously every 8 hours .ADMISSION DATE : 09-07-93 DISCHARGE DATE : 09-08-93 PATIENT DIED ON 9/8/93 .	[the varicella | PROBLEM]	[09-08-93 | DATE]	Before
667_SECTIME94	 Pt was extubated the next day .Admission Date : 2019-02-01 Discharge Date : 2019-02-09 Service : MEDICINE History of Present Illness : Pt is a 78 yo male with h/o A fib , s/p multiple CVA s, CHF , HTN , DM2 admitted to Mediplex Rehab Hospital Robert on 02-01 with abdominal pain and n/v since that morning .	[extubated | OCCURRENCE]	[2019-02-09 | DATE]	Before
131_SECTIME86	 She also developed Klebsiella UTI after the second cycle of high dose chemotherapy .Admission Date : 01/05/1994 Discharge Date : 01/25/1994 HISTORY OF PRESENT ILLNESS : The patient is a 49 year old woman with a metastatic adenocarcinoma of the breast who is status post high dose chemotherapy with PBSE and CCSS support ending June 1994 .	[a UTI | PROBLEM]	[01/05/1994 | DATE]	Before
582_SECTIME22	 He was extubated during postoperative day #1 .Admission Date : 2013-08-05 Discharge Date : 2013-08-15 Service : HISTORY OF PRESENT ILLNESS : HISTORY OF PRESENT ILLNESS : In brief , the patient is a 64 - year-old male with a significant history for coronary artery disease , status post three myocardial infarctions and also status post five vessel coronary artery bypass graft in ' 89 and status post multiple percutaneous transluminal coronary angioplasties who recently had a catheterization done in Mississippi and stent placed in 2013-03-24 .	[extubated | TREATMENT]	[2013-08-15 | DATE]	Before
717_SECTIME100	 She complained of a sore throat which was likely the etiology of her atypical chest complaints .Admission Date : 2011-11-18 Discharge Date : 2011-11-22 Service : CCU HISTORY OF PRESENT ILLNESS : The patient is a 61 - year-old Caucasian-speaking woman with a history of hypercholesterolemia and tobacco use who developed waxing and waning left substernal chest pain with radiation to the left shoulder on 2011-11-17 which lasted that entire day .	[complained | EVIDENTIAL]	[2011-11-22 | DATE]	Before
347_SECTIME90	 s/p neoadjuvant chemo/XRT now s/p surgery .Admission Date : 2015-06-29 Discharge Date : 2015-07-09 Service : MEDICINE History of Present Illness : 74 yo M with lung cancer DVT who presents with 1 day of substernal chest pain .	[neoadjuvant chemo/XRT | TREATMENT]	[2015-07-09 | DATE]	Before
552_SECTIME58	 She underwent a pelvic ultrasound and an abdomen and pelvis CT , which revealed continued air in the endometrial cavity vs.Admission Date : 2009-03-27 Discharge Date : 2009-04-03 Service : GYNECOLOGY HISTORY OF PRESENT ILLNESS : The patient is a 49-year-old gravida III , para II , who was sent from her primary care physician 's office secondary to lower abdominal pain .	[continued air in the endometrial cavity | PROBLEM]	[2009-04-03 | DATE]	Before
236_SECTIME40	 She has had a total abdominal hysterectomy .ADMISSION DATE : 08/15/1998 DISCHARGE DATE : 08/22/1998 DISCHARGE DATE : 08/22/1998 HISTORY OF PRESENT ILLNESS : Breunlinke is a 70-year-old patient of Dr.	[a total abdominal hysterectomy | TREATMENT]	[08/15/1998 | DATE]	Before
726_SECTIME29	 The patient  and apos;s mental status slowly began to recover , however on the morning of the first day of admission , August 16 , 1998 , the patient was found after having fallen .Admission Date : 08/16/1998 Discharge Date : 08/18/1998 HISTORY OF PRESENT ILLNESS : The patient is an 88 year-old woman undergoing treatment for a right lower extremity cellulitis who was transferred from Child for worsening cellulitis and new confusion .	[fallen | PROBLEM]	[08/18/1998 | DATE]	Before
512_SECTIME15	 He tolerated the surgery well and was transferred from the OR to the CSRU on Epinephrinne and Propofol infusions .Admission Date : 2019-02-28 Discharge Date : 2019-03-26 Service : CARDIOTHORACIC History of Present Illness : Mr.	[the surgery | TREATMENT]	[2019-03-26 | DATE]	Before
253_SECTIME104	 Rupture of membranes at time of delivery .Admission Date : 2017-09-22 Discharge Date : 2017-09-27 Service : CMED CSRU HISTORY : Peggy Hammock is a full term baby boy born at 38 1/7 weeks by repeat cesarean section to a 34 year old gravida III , now para II mother .	[Rupture of membranes | PROBLEM]	[2017-09-22 | DATE]	Before
427_SECTIME19	 His antihypertensives were held given concern for GI bleed and should be restarted at follow up appointment with PCP .Admission Date : 2020-01-20 Discharge Date : 2020-01-21 Service : MEDICINE History of Present Illness : 42 yom with PMH of HTN , hyperchol admitted to OSH 1 day ago with black tarry stools X 2 days .	[held | OCCURRENCE]	[2020-01-21 | DATE]	Before
32_TL121	 Heart sounds : Regular rate and rhythm ; S1-S2 ; positive S4 ; no murmur . Based on all the tests above , it was felt that the patient was stable for discharge home .	[Regular rate and rhythm | TEST]	[discharge | OCCURRENCE]	Before
128_SECTIME17	 Pimental is an unfortunate 95 year old woman , status post a recent fall necessitating right ORIF of the hip and right wrist fracture ORIF , who was in the hospital for this event , when it was noted that she had abdominal pain , distention and coffee ground emesis with worsening mental status and renal failure .Admission Date : 2013-05-18 Discharge Date : 2013-05-24 Service : MEDICINE History of Present Illness : 90 yo F with MMP ( see below ) who sustained a mechanical fall down stairs resulting in a hip and arm fracture .	[coffee ground emesis | PROBLEM]	[2013-05-24 | DATE]	Before
227_SECTIME20	 Currently , 03-14 blood cx are growing GNR in both anaerobic bottles .Admission Date : 2014-11-29 Discharge Date : 2014-12-05 Service : MEDICINE History of Present Illness : 47 yo F w/ h/o steroid-induced hyperglycemia , SLE w/ h/o pericarditis , transverse myelitis w/ paraplegia and neurogenic bladder s/p urostomy w/ ileal conduit , h/o ureteropelvic stone and urosepsis , and h/o RLE DVT a/w F 2014-11-29 transferred to CMED 2014-11-30 for hypotn resistant to IVFs and stress steroids .	[GNR | PROBLEM]	[2014-11-29 | DATE]	Before
472_Sectime92	 GI was consulted for colonoscopy .Admission Date : 2017-06-16 Discharge Date : 2017-07-27 Service : MEDICINE History of Present Illness : Patient is a 58 year old male with a recent admission for abdominal pain s/p negative exploratory laparotomy for suspected intussuception now returns on day of discharge with fever and tachycardia .	[colonoscopy | TEST]	[2017-07-27 | DATE]	Before
142_SECTIME66	 Infant decreased to single phototherapy and phototherapy was discontinued on day of life six .Admission Date : 2016-05-05 Discharge Date : 2016-06-15 Service : NEONATOLOGY HISTORY OF PRESENT ILLNESS : The patient is a 30 and 08-01 week gestation female , triplet number two , delivered by cesarean section due to progressive preterm labor and triplet gestation .	[single phototherapy | TREATMENT]	[2016-06-15 | DATE]	Before
527_SECTIME234	 He was volume resuscitated and managed with D5W and lasix as well as receving FW boluses with his NG tube feeds . The patient was terminally extubated on a morphine drip and ativan titrated for agonal breathing and discomfort ; scopolamine was used as an adjunct to control secretions and appeared comfortable when he died at 12:27 pm on 2017-03-04 .	[volume resuscitated | TREATMENT]	[2017-03-04 | DATE]	Before
276_TL190	 Pentamidine intravenous and nasal washings were continued . In the days following admission , there was clear evidence for progression of erythematous nodules over both arms and right thigh at foci of Acanthamoeba infection , suggesting progressive skin involvement with Acanthamoeba .	[Pentamidine intravenous and nasal washings | TREATMENT]	[admission | OCCURRENCE]	Before
326_SECTIME36	 An echocardiogram was obtained on 4-26 which showed concentric left ventricular hypertrophy with normal _____ left ventricular function , severe right ventricular dilatation with septal hypokinesis and flattening with a question of right ventricular apical clot raised with mild aortic stenosis , severe tricuspid regurgitation and increased pulmonary artery pressure of approximately 70 millimeters , consistent with fairly severe pulmonary hypertension .ADMISSION DATE : 04/27/1998 DISCHARGE DATE : 05/02/1998 HISTORY OF PRESENT ILLNESS : The patient is a 72 year old white male with a history of coronary artery disease , status post a four vessel coronary artery bypass graft in 1983 , pulmonary hypertension , hepatitis C positive cirrhosis history with history of portal hypertension and status post an upper gastrointestinal bleed on 4-10-98 , who presents from Sondi Memorial for work up of pulmonary infiltrates , acute renal failure and pulmonary hypertension .	[increased pulmonary artery pressure | PROBLEM]	[04/27/1998 | DATE]	Before
142_SECTIME74	 CBC on admission white blood cell count 8.Admission Date : 2016-05-05 Discharge Date : 2016-06-15 Service : NEONATOLOGY HISTORY OF PRESENT ILLNESS : The patient is a 30 and 08-01 week gestation female , triplet number two , delivered by cesarean section due to progressive preterm labor and triplet gestation .	[CBC | TEST]	[2016-06-15 | DATE]	Before
802_SECTIME244	 Stronger narcotics were avoided given somnolence and MS changes .Admission Date : 2017-09-03 Discharge Date : 2017-10-10 Service : MEDICINE History of Present Illness : 70 y/o male with h/o CAD s/p LAD PTCA 33 yrs ago , COPD , T2DM , and AICD pocket infection who presented to the Juan on 2017-09-03 with worsening SOB x 5 days and feeling ' cloudy .	[somnolence | PROBLEM]	[2017-10-10 | DATE]	Before
587_Sectime80	 The myocardial infarction was attributed to demand ischemia secondary to acute hematocrit drop exacerbated by tachycardia secondary to blood transfusion reaction .Admission Date : 2015-11-22 Discharge Date : 2015-11-27 Service : CMED CCU-GREEN HISTORY OF PRESENT ILLNESS : The patient is a 73 year old male with a recent history of paroxysmal atrial fibrillation and hypercholesterolemia who presented to the Emergency Department with the chief complaint of syncope .	[attributed | OCCURRENCE]	[2015-11-27 | DATE]	Before
641_SECTIME18	 The patient did have postoperatively hypokalemia to a level of 2.ADMISSION DATE : 4/16/93 DISCHARGE DATE : 4/23/93 HISTORY OF PRESENT ILLNESS : The patient is a generally healthy 85 year old female , who has had a five year history of right hip pain , worsening over the past several months .	[postoperatively hypokalemia | PROBLEM]	[4/23/93 | DATE]	Before
387_SECTIME113	 His preliminary cultures including sputum from 08-25 grew Escherichia coli .Admission Date : 2013-08-24 Discharge Date : 2013-08-27 Service : Trauma Surgery HISTORY OF PRESENT ILLNESS : This is a 25 - year-old gentleman who is status post a motor vehicle accident in which he was the unrestrained driver and struck a telephone pole .	[Escherichia coli | PROBLEM]	[2013-08-27 | DATE]	Before
248_SECTIME0	 HOSPITAL COURSE : The patient was admitted to the hospital and on 2016-04-06 the patient underwent coronary artery bypass grafting x 4 with left internal mammary artery to the left anterior descending coronary artery , saphenous vein graft to the diagonal , saphenous vein graft to obtuse marginal , saphenous vein graft to right coronary artery , posterior descending coronary artery . On 2016-04-11 the patient was in good condition and he is being discharged on a regular heart-healthy diet .	[admitted | OCCURRENCE]	[2016-04-11 | DATE]	Before
627_SECTIME68	 Cardiology recommended d/cing digoxin and starting amiodarone .Admission Date : 2014-07-30 Discharge Date : 2014-08-04 Service : MEDICINE History of Present Illness : This is an 83 y/o female with moderate AS , s/p MVR 27 years ago , s/p PPM , DM , CHF , p/w dsypnea and increased work of breathing x 4-5 days .	[amiodarone | TREATMENT]	[2014-08-04 | DATE]	Before
66_SECTIME37	 His digoxin was found to be elevated so his Digoxin was held for four days while levels slowly came down .Admission Date : 12/23/2009 Discharge Date : 12/30/2009 HISTORY OF PRESENT ILLNESS : Patient is a 64 year old white male with a past medical history of smoking , coronary artery disese , hypertension , and hypercholesterolemia with a l0 cm abdominal aortic aneurysm .	[his Digoxin | TREATMENT]	[12/30/2009 | DATE]	Before
273_SECTIME17	 The right heart catheterization revealed a cardiac output index of 4.Admission Date : 2014-10-14 Discharge Date : 2014-10-17 Service : CCU HISTORY OF PRESENT ILLNESS : This is a 55 - year-old Caucasian speaking male who is a smoker and has a family history of coronary artery disease , as well as a personal history of hypertension , who experienced multiple episodes of 10/10 substernal chest pain radiating down his left arm last night with his daily activities .	[a cardiac output index | TEST]	[2014-10-14 | DATE]	Before
611_SECTIME97	 The exact cause of her liver enzyme elevation is unclear , but we are being careful about administering drugs , which might irritate the liver .ADMISSION DATE : 11/3/92 DISCHARGE DATE : 12/6/92 HISTORY OF PRESENT ILLNESS : The patient is a 68 year old , right handed caucasian female , former R.	[elevation | PROBLEM]	[12/6/92 | DATE]	Before
361_SECTIME114	 IDENTIFYING DATA : The patient is a 66 year old Portuguese speaking gentleman with a history of hypertension , diabetes mellitus , increasing cholesterol , and history of tobacco use , who is status post myocardial infarction in September of 1993 and February of 1993 , who presented with new onset of left chest pain and arm pain for two days .ADMISSION DATE : 9-2-94 DISCHARGE DATE : 9-18-94 SPECIAL PROCEDURES AND OPERATIONS : September 11 , 1994 , coronary artery bypass surgery .	[hypertension | PROBLEM]	[9-2-94 | DATE]	Before
682_SECTIME21	 The patient had an echocardiogram on 2013-04-26 , which showed a normal ejection fraction and trivial mitral regurgitation ; otherwise no obvious abnormalities were seen . With these goals of care , the patient expired on 2013-05-11 .	[ejection fraction | TEST]	[2013-05-11 | DATE]	Before
527_SECTIME144	Admission Date : 2017-02-04 Discharge Date : 2017-03-04 Service : MEDICINE History of Present Illness : The patient is a 58 - year-old man with history of IDDM , PVD , status post toe amputations , diabetic neuropathy , and retinopathy recently admitted to McLean Hospital from 2017-01-13 , through 2017-01-18 , with a diagnosis of right heel diabetic ulcer with MSSA osteomyelitis of the calcaneus , MSSA bacteremia , acute interstitial nephritis secondary to oxacillin , and RLL pna . The patient was terminally extubated on a morphine drip and ativan titrated for agonal breathing and discomfort ; scopolamine was used as an adjunct to control secretions and appeared comfortable when he died at 12:27 pm on 2017-03-04 .	[oxacillin | TREATMENT]	[2017-03-04 | DATE]	Before
257_SECTIME38	 Cardiovascular : She received a normal saline bolus times one initially for poor perfusion and was started on dopamine with a maximum infusion rate of 6 mcg per kg per hour .Admission Date : 2013-11-01 Discharge Date : 2013-12-10 Service : Neonatology HISTORY : Mychelia Boyd was born at 28-2/7 weeks gestation and delivered due to unstoppable premature labor .	[dopamine | TREATMENT]	[2013-12-10 | DATE]	Before
233_SECTIME26	 The patient was given an aspirin and Plavix and in addition started on a beta Elmore , Maxine ACE inhibitor , and these were titrated up as her blood pressure tolerated .Admission Date : 2015-06-04 Discharge Date : 2015-06-08 Service : CCU HISTORY OF THE PRESENT ILLNESS : The patient is a 57 - year-old female with a history of hypertension and hypercholesterolemia but no prior coronary artery disease history who presented with chest pain .	[her blood pressure | TEST]	[2015-06-08 | DATE]	Before
797_SECTIME75	 Of note , this is the second time the patient has exercised in many months .Admission Date : 2012-11-06 Discharge Date : 2012-11-11 Service : CCU HISTORY OF PRESENT ILLNESS : The patient is a 47 - year-old male with a past medical history of coronary artery disease , status post 2-vessel percutaneous transluminal coronary angioplasty in 2005 , 3-vessel percutaneous transluminal coronary angioplasty in 2009 , hypertension , new onset type 2 diabetes , and hypercholesterolemia who presents with the sudden onset of substernal chest pain status post exercise .	[exercised | OCCURRENCE]	[2012-11-06 | DATE]	Before
357_SECTIME51	 Sensory : Audiology hearing screening was performed with automated auditory brain stem responses .Admission Date : 2012-05-13 Discharge Date : 2012-05-22 Service : Neonatology HISTORY OF PRESENT ILLNESS : Fred Grauman is the former 2.	[automated auditory brain stem responses | TEST]	[2012-05-22 | DATE]	Before
542_TL102	 The patient did well and was transferred to the floor on 04-02 .Admission Date : 2016-03-30 Discharge Date : 2016-04-03 Service : CCU HISTORY OF PRESENT ILLNESS : This is a 64-year-old female with a history of hypertension , hypercholesterolemia , diabetes mellitus , and dilated cardiomyopathy ( with a transthoracic echocardiogram in 2016-01-13 showing an ejection fraction of 40% , posterior and inferior apical akinesis , and large left ventricular thrombus ).	[04-02 | DATE]	[2016-04-03 | DATE]	Before
101_SECTIME116	 An abdominal CAT scan revealed thickened bowel wall and thumb printing , primarily involving the cecum and right colon greater than the left , consistent with C.Admission Date : 07/10/1991 Discharge Date : 07/18/1991 PROCEDURES : Thoracentesis was performed on 7-12-91 .	[thumb printing | PROBLEM]	[07/18/1991 | DATE]	Before
162_SECTIME65	 Chest x-ray revealed mild streakiness of the lung fields .Admission Date : 2015-09-14 Discharge Date : 2015-09-19 Service : NEONATOLOGY HISTORY OF PRESENT ILLNESS : The patient is a 3285 gm infant born at 37 5/7 weeks to a 21 year old G3 P1 now 2 mother with prenatal screens as follows : O positive , antibody negative , hepatitis B surface antigen negative , RPR nonreactive , GBS negative .	[Chest x-ray | TEST]	[2015-09-19 | DATE]	Before
88_SECTIME5	 He was admitted to the CMED , intubated for airway protection and started on both a calcium and glucagon drip .Admission Date : 2012-06-07 Discharge Date : 2012-06-09 Service : MEDICINE History of Present Illness : Mr.	[a calcium and glucagon drip | TREATMENT]	[2012-06-07 | DATE]	Before
207_TL40	 The patient does have a vague history of chronic obstructive pulmonary disease , but this is felt to be inaccurate . On the night of admission and thereafter , she was noted to have a very stridorous sounding breathing when the patient was asleep .	[chronic obstructive pulmonary disease | PROBLEM]	[admission | OCCURRENCE]	Before
128_TL52	 - transfuse 2 units today , with lasix 4) GERD - PPI 5) DM - glipizide , ISS 6) PMR - cont prednisone 7) GI : Ms	[PMR | PROBLEM]	[prednisone | TREATMENT]	Before
257_SECTIME11	 The baby emerged with spontaneous cry , received routine care and then was intubated in the Delivery Room due to inconsistent respiratory effort and increased work of breathing .Admission Date : 2013-11-01 Discharge Date : 2013-12-10 Service : Neonatology HISTORY : Mychelia Boyd was born at 28-2/7 weeks gestation and delivered due to unstoppable premature labor .	[intubated | TREATMENT]	[2013-12-10 | DATE]	Before
273_SECTIME61	Admission Date : 2014-10-14 Discharge Date : 2014-10-17 Service : CCU HISTORY OF PRESENT ILLNESS : This is a 55 - year-old Caucasian speaking male who is a smoker and has a family history of coronary artery disease , as well as a personal history of hypertension , who experienced multiple episodes of 10/10 substernal chest pain radiating down his left arm last night with his daily activities 	[hypertension | PROBLEM]	[2014-10-14 | DATE]	Before
572_SECTIME35	 Estimated blood loss was 100 cc and she tolerated the procedure well .Admission Date : 12/12/1996 Discharge Date : 12/16/1996 HISTORY / REASON FOR HOSPITALIZATION : The patient is a 42 year old gravida II , para I female with a long history of menorrhagia and pelvic pain .	[the procedure | TREATMENT]	[12/16/1996 | DATE]	Before
53_TL43	 Given the patient 's right thigh hematoma , a duplex evaluation of the right lower extremity was performed on 2010-06-28 and demonstrated no evidence of major arterial or venous injury in the level of the right inguinal region 	[the patient 's right thigh hematoma | PROBLEM]	[a duplex evaluation of the right lower extremity | TEST]	Before
53_SECTIME46	 There was no erythema or purulence . On 2010-07-01 , the patient was discharged from the hospital with instructions for follow up care on return to the United Kingdom .	[purulence | PROBLEM]	[2010-07-01 | DATE]	Before
347_SECTIME94	 2ng cytology pending .Admission Date : 2015-06-29 Discharge Date : 2015-07-09 Service : MEDICINE History of Present Illness : 74 yo M with lung cancer DVT who presents with 1 day of substernal chest pain .	[2ng cytology | TEST]	[2015-07-09 | DATE]	Before
358_SECTIME97	 A thallium stress test showed tachycardia and severe dyspnea as well as a fall in blood pressure with low level exercise .ADMISSION DATE : 07-30-93 DISCHARGE DATE : 08-10-93 HISTORY OF PRESENT ILLNESS : The patient is a 47 year old patient of Dr.	[severe dyspnea | PROBLEM]	[07-30-93 | DATE]	Before
468_TL22	 Of note , the patient is status post lymphoma with treatment of chemotherapy and radiation six years ago , and is an insulin-dependent diabetic .Admission Date : 05/09/1998 Discharge Date : 05/25/1998 HISTORY OF PRESENT ILLNESS : The patient is a 74-year-old woman , well known to the cardiac surgery service , readmitted from Glasmif/putdi Health Network with sternal wound infection .	[six years ago | DATE]	[Admission | OCCURRENCE]	Before
227_SECTIME45	 Brief Hospital Course : 47 yo F w/ h/o steroid-induced hyperglycemia , SLE w/ h/o pericarditis , transverse myelitis w/ paraplegia and neurogenic bladder s/p urostomy w/ ileal conduit , h/o ureteropelvic stone and urosepsis , and h/o RLE DVT admitted 11-29 w/ left pyelo and right 8 mm proximal ureteral stone w/ right hydro s/p perc urostomy tube to relieve right hydro .Admission Date : 2014-11-29 Discharge Date : 2014-12-05 Service : MEDICINE History of Present Illness : 47 yo F w/ h/o steroid-induced hyperglycemia , SLE w/ h/o pericarditis , transverse myelitis w/ paraplegia and neurogenic bladder s/p urostomy w/ ileal conduit , h/o ureteropelvic stone and urosepsis , and h/o RLE DVT a/w F 2014-11-29 transferred to CMED 2014-11-30 for hypotn resistant to IVFs and stress steroids .	[admitted | OCCURRENCE]	[2014-12-05 | DATE]	Before
202_SECTIME117	 Her course was complicated by post-hypotensive coma as well as subarachnoid hemorrhages and intraparenchymal bleeds .Admission Date : 2016-05-10 Discharge Date : 2016-05-16 Service : MEDICINE History of Present Illness : 30-year-old woman with metastatic squamous cell carcinoma of unknown primary .	[Her course | OCCURRENCE]	[2016-05-10 | DATE]	Before
31_TL8	Admission Date : 02/17/2000 Report Status : Signed HISTORY OF PRESENT ILLNESS : Ri Strength is a 40 year old man with a history of GERD , who presents with abdominal pain of seven days duration 	[seven days | DURATION]	[02/17/2000 | DATE]	Before
46_SECTIME9	8 degrees , heart rate 73 , respiratory rate 18 , oxygen saturation 98% on room air .Admission Date : 12/22/2000 Discharge Date : 01/01/2001 HISTORY OF PRESENT ILLNESS : The patient is an 80 female with a history of diastolic function and heart failure , hypertension and rheumatoid arthritis who presents from an outside hospital with presyncope .	[respiratory rate | TEST]	[12/22/2000 | DATE]	Before
36_Sectime11	 She ruled out for myocardial infarction with 3 negative enzymes .Admission Date : 02/01/2002 Discharge Date : 02/08/2002 HISTORY OF PRESENT ILLNESS : Saujule Study is a 77-year-old woman with a history of obesity and hypertension who presents with increased shortness of breath x 5 days .	[negative enzymes | TEST]	[02/08/2002 | DATE]	Before
332_Sectime100	 Diabetes type I : She was intially maintained on an insulin drip for tight glycemic control .Admission Date : 2019-07-17 Discharge Date : 2019-07-27 Service : MEDICINE History of Present Illness : This is a 39 year-old female with a history of diabetes type I on an insulin pump , anemia , hypothyroidism , gastroparesis , GERD , who was transferred from Mediplex Rehab Hospital Hospital for further management of hypoxic respiratory failure .	[insulin drip | TREATMENT]	[2019-07-27 | DATE]	Before
371_SECTIME12	 Her Jackson-Pratt drain was removed on June 30 , 1994 , postoperative day four .ADMISSION DATE : 06/26/94 DISCHARGE DATE : 06/30/94 HISTORY OF PRESENT ILLNESS : The patient is an 81 year old female , G2 , P2 , who status post total abdominal hysterectomy-bilateral salpingo-oophorectomy one years ago for a mixed mesodermal cancer who presents with vaginal apex recurrence .	[Her Jackson-Pratt drain | TREATMENT]	[06/30/94 | DATE]	Before
141_Sectime53	 ( A full account of this operation can be found in the Operative Note ) .Admission Date : 10/25/1997 Discharge Date : 11/03/1997 HISTORY OF PRESENT ILLNESS : The patient is a 67-year-old woman with occasional abdominal pain in the right lower quadrant and left lower quadrant .	[operation | TREATMENT]	[11/03/1997 | DATE]	Before
383_SECTIME5	 On 4/17/95 , GI Interventional Radiology performed drainage of the peripancreatic fluid collection .ADMISSION DATE : 4/17/95 DISCHARGE DATE : 07/16/95 HISTORY AND REASON FOR ADMISSION : Mr.	[GI Interventional Radiology | CLINICAL_DEPT]	[07/16/95 | DATE]	Before
238_SECTIME8	Admission Date : 2013-04-24 Discharge Date : 2013-05-11 Service : NEONATOLOGY HISTORY : Richard Williams , Twin number II , was born at 31-6/7 weeks gestation by cesarean section for rupture of membranes of Twin number I and progressive preterm labor 	[born | OCCURRENCE]	[2013-04-24 | DATE]	Before
122_Sectime10	 With the help of physical therapy the patient was ambulated and on postoperative seven , with the patient tolerating a post surgical soft diet and with pain well controlled on oral pain medications , she was discharged to rehabilitation facility .ADMISSION DATE : 05/09/2004 DISCHARGE DATE : 05/16/2004 HISTORY OF PRESENT ILLNESS : The patient is an 84-year-old woman with a history of diverticulitis who was found to have colon cancer on colonoscopy , which was performed in March of 2004 .	[well controlled | OCCURRENCE]	[05/16/2004 | DATE]	Before
561_SECTIME38	 His melanoma was originally diagnosed last fall when he presented with lesions in the liver and spleen , and a chest CT showed left upper lobe nodules .ADMISSION DATE : 2-23-93 DISCHARGE DATE : 2-24-93 HISTORY OF PRESENT ILLNESS : This is the second Fairm of Ijordcompmac Hospital admission for Taroby Patient , a 70 year old male with a history of metastatic melanoma .	[showed | EVIDENTIAL]	[2-23-93 | DATE]	Before
422_SECTIME239	 She was continued on her prior dose of steroids with sliding scale per patient using a 1:15 carb counting scheme with a 1:30 correction factor .Admission Date : 2017-07-12 Discharge Date : 2017-07-17 Service : MEDICINE History of Present Illness : 57 y/o F with multiple medical problems including polyendocrine deficiency comprised of adrenal insufficiency , DM , premature ovarian failure , hypoparathyroidism , addison 's disease and also breast CA and depression with multiple suicide attempts in the past who originally presented s/p tylenol with codeine overdose and hypotension , was intubated and admitted to the FICU .	[a 1:15 carb counting scheme | TREATMENT]	[2017-07-17 | DATE]	Before
247_SECTIME84	 Open reduction and internal fixation of femur 2011-01-21 . He was finally sent home for home rehabilitation on 2011-02-23 .	[Open reduction | TREATMENT]	[2011-02-23 | DATE]	Before
356_Sectime1	 A follow up chest computerized tomography scan led to a tissue biopsy via flexible bronchoscopy in 11/93 .ADMISSION DATE : 12-3-93 DISCHARGE DATE : 12-10-93 HISTORY OF PRESENT ILLNESS : The patient is a 47 year old white male with a history of emphysema who presents for admission with a diagnosis of broncho-alveolar carcinoma and is scheduled for flexible bronchoscopy , mediastinoscopy and thoracotomy with questionable pneumonectomy by Dr.	[a tissue biopsy | TEST]	[12-3-93 | DATE]	Before
301_Sectime13	 She was generally doing well with resolution of her temperature until 4/1/97 at 9:20 P.ADMISSION DATE : 03/30/97 DISCHARGE DATE : 04/01/97 HISTORY OF PRESENT ILLNESS AND REASON FOR HOSPITALIZATION : The patient was a 108-year-old nursing home resident , who was admitted with a two-day history of increased respiratory secretions and a 24-hour history of elevated fever .	[resolution | OCCURRENCE]	[04/01/97 | DATE]	Before
78_TL272	 David Montero for one month to fight his blood borne infection , to prevent seeding of his aortic graft and continue Bactrim for ten days after discharge to treat the E	[his aortic graft | TREATMENT]	[his blood borne infection | PROBLEM]	Before
53_SECTIME24	 The patient tolerated the procedure well and demonstrated a postoperative hematocrit of 40. On 2010-07-01 , the patient was discharged from the hospital with instructions for follow up care on return to the United Kingdom .	[the procedure | TREATMENT]	[2010-07-01 | DATE]	Before
237_SECTIME103	 He was given lopressor 5 mg x 2 ( 3rd dose given by medflight , 5 mg morphine , ativan , nitro gtt , heparin , and integrillin .Admission Date : 2016-03-31 Discharge Date : 2016-04-01 Service : MEDICINE History of Present Illness : 50 yo male , h/o CAD s/p stent to LAD in 2011 , Hypercholesterolemia , DM , cocaine abuse , presenting with chest pain .	[lopressor | TREATMENT]	[2016-03-31 | DATE]	Before
333_SECTIME59	 The patient initially presented with hypercalcemia and underwent a parathyroidectomy on June 22 , 1993 .ADMISSION DATE : 7-9-93 DISCHARGE DATE : 7-15-93 HISTORY OF PRESENT ILLNESS : The patient is a 52 year old female with gravida 3 para 3 who presents with complains of abdominal pain and enlarged ovary by ultrasound .	[hypercalcemia | PROBLEM]	[7-9-93 | DATE]	Before
386_SECTIME60	 normal electrolytes , normal coags and normal renal function .ADMISSION DATE : 10-01-94 DISCHARGE DATE : 10-10-94 HISTORY OF PRESENT ILLNESS : The patient is a 60 year old diabetic who underwent an APR in 1989 for rectal carcinoma and has been doing following radiation therapy and 5FU .	[normal renal function | OCCURRENCE]	[10-10-94 | DATE]	Before
